ProDataCSV

Title: Sat Mar 09 13:45:26 2024

Remarks:
#User: SX User
#Date: 2024/03/09
#HV (Absorbance channel): 289.551
#Samples per point: 240
#Sample period: 12.5 us
#Temperature: 19.78 C
#Cell type: Stopped Flow
#Pathlength: 10

Last Modified: Sat Mar 09 13:59:22 2024 by unknown.

Options:

Available Dimensions:,3
Time,1000 time points over 3s,linear,oversampled,external trigger,pressure hold in operation
2.442,0.0390017,0.0387772,0.0390504,0.0394792,0.0393609
2.445,0.039069,0.0388836,0.039112,0.039571,0.0392517
2.448,0.0389892,0.0389835,0.0391317,0.0394495,0.0393728
2.451,0.0391891,0.0389005,0.0390188,0.0394832,0.0393992
2.454,0.0393476,0.03887,0.0390743,0.0393501,0.0391499
2.457,0.039103,0.038738,0.0389985,0.0392262,0.039276
2.46,0.0390396,0.0386495,0.0389928,0.0394637,0.0393121
2.463,0.0389711,0.0388364,0.0391894,0.0395258,0.0393089
2.466,0.038917,0.0389099,0.0391111,0.0395429,0.0395026
2.469,0.0391505,0.0388265,0.0391069,0.0395102,0.0393209
2.472,0.0391198,0.0388227,0.0390686,0.0392995,0.0391825
2.475,0.0391432,0.0386135,0.0389546,0.0392394,0.0392185
2.478,0.0391983,0.0386157,0.0390542,0.0393499,0.0391285
2.481,0.0390444,0.0388808,0.0391813,0.0393285,0.0392536
2.484,0.0391212,0.0387919,0.039111,0.0395816,0.039368
2.487,0.0391331,0.0388882,0.0392039,0.0395545,0.0392831
2.49,0.0390485,0.0388618,0.0390365,0.0392948,0.0393052
2.493,0.0391183,0.038657,0.0388762,0.0393818,0.039182
2.496,0.0391168,0.0387379,0.0390592,0.0392968,0.0391739
2.499,0.0390293,0.0388047,0.0390784,0.0394006,0.0394085
2.502,0.0391605,0.0388242,0.0391281,0.0395437,0.0393324
2.505,0.0390091,0.0388864,0.0391424,0.0394871,0.0392318
2.508,0.0389439,0.0387226,0.0389428,0.0394211,0.0392779
2.511,0.039068,0.0386632,0.0389863,0.0394934,0.0391955
2.514,0.0390347,0.0387742,0.0390076,0.0393522,0.0392483
2.517,0.0392148,0.0387197,0.0390357,0.0394024,0.039293
2.52,0.0392794,0.0388239,0.0391715,0.0393662,0.0392327
2.523,0.0391415,0.0387848,0.0390471,0.0392717,0.0392394
2.526,0.0390197,0.0387631,0.0390072,0.0394401,0.039209
2.529,0.0389119,0.0388611,0.0391051,0.0394139,0.0392227
2.532,0.0389605,0.0388841,0.0389902,0.0394447,0.0393779
2.535,0.0391162,0.0388579,0.0390696,0.0395098,0.0392708
2.538,0.0391762,0.0389145,0.0391058,0.0393029,0.0392073
2.541,0.0391932,0.0388091,0.0389721,0.0392784,0.0392041
2.544,0.0391361,0.0387091,0.0389999,0.0393712,0.0391239
2.547,0.0388646,0.0388229,0.0390075,0.0394117,0.0392742
2.55,0.0390153,0.0388824,0.0389894,0.0395564,0.0393482
2.553,0.0391642,0.0389336,0.0391584,0.03951,0.0392532
2.556,0.039182,0.038876,0.0390869,0.0393003,0.0392257
2.559,0.0392988,0.0386927,0.0389377,0.0393064,0.039175
2.562,0.0391455,0.0387558,0.0391,0.0392493,0.0391037
2.565,0.0388792,0.0387357,0.0389927,0.0393737,0.0393982
2.568,0.0389768,0.0388364,0.0390735,0.0395661,0.0393845
2.571,0.0389797,0.0389044,0.0391147,0.0394609,0.0393202
2.574,0.0390313,0.0388195,0.0389603,0.0394428,0.0392007
2.577,0.0392171,0.0387751,0.0389522,0.0393585,0.0390055
2.58,0.0390289,0.0388536,0.0390173,0.039214,0.0390638
2.583,0.03905,0.038773,0.0390034,0.0393574,0.0392028
2.586,0.0390507,0.0389006,0.039147,0.0394866,0.0392196
2.589,0.0389944,0.0389739,0.0391811,0.0394608,0.039344
2.592,0.0390675,0.0388133,0.0390037,0.0395234,0.0392747
2.595,0.0390729,0.0388898,0.0389884,0.0393854,0.0390863
2.598,0.0389993,0.038816,0.0389534,0.0392258,0.0391376
2.601,0.039119,0.0387906,0.0390033,0.03937,0.0391951
2.604,0.039086,0.0388931,0.0390999,0.0393713,0.0391935
2.607,0.0390379,0.0388338,0.0390586,0.0394087,0.0392682
2.61,0.0390241,0.0387322,0.0389989,0.0394691,0.0391978
2.613,0.0388722,0.0387811,0.03894,0.0393818,0.039196
2.616,0.0389773,0.0387539,0.0389411,0.0394312,0.0391886
2.619,0.0391028,0.0388288,0.0391458,0.0394185,0.0391122
2.622,0.0390902,0.0389881,0.0390629,0.0393515,0.039122
2.625,0.0391681,0.0387947,0.03911,0.0393203,0.0391405
2.628,0.0390421,0.0387863,0.0390945,0.0393398,0.0391424
2.631,0.0388323,0.0388732,0.0389409,0.0393378,0.0392766
2.634,0.0389015,0.0388024,0.0390039,0.0395056,0.0392177
2.637,0.0389555,0.0389656,0.0390863,0.0394893,0.0392482
2.64,0.0391423,0.0389413,0.0389993,0.0394417,0.0392013
2.643,0.0392652,0.0387764,0.0390401,0.0393504,0.0390001
2.646,0.0390013,0.0388086,0.0389739,0.0392503,0.0390704
2.649,0.0389723,0.0387956,0.0389164,0.0393676,0.0392385
2.652,0.0388624,0.0388404,0.0391023,0.0395065,0.0392591
2.655,0.0387641,0.0389322,0.0391202,0.0394989,0.0393699
2.658,0.039076,0.0388073,0.0390601,0.0394788,0.0391994
2.661,0.0391787,0.0387803,0.039195,0.0392183,0.0389482
2.664,0.0390637,0.0387093,0.0389989,0.0391503,0.0390123
2.667,0.0390285,0.0386989,0.0389572,0.0393633,0.0390218
2.67,0.038885,0.0389048,0.0391026,0.0394106,0.0391612
2.673,0.0388279,0.0389273,0.0390283,0.0395078,0.0393503
2.676,0.0390125,0.0388783,0.0390855,0.0395169,0.0391796
2.679,0.0389489,0.0389162,0.0390539,0.0392712,0.0390382
2.682,0.0389471,0.0388244,0.0388923,0.0392812,0.0390604
2.685,0.0390551,0.0388561,0.0390305,0.0393365,0.0389709
2.688,0.0389544,0.0389244,0.0390728,0.0393392,0.0391745
2.691,0.0389297,0.0388046,0.0390472,0.0395931,0.0393021
2.694,0.0389949,0.0388258,0.0391408,0.0394421,0.0392085
2.697,0.0388049,0.0387967,0.0390211,0.03924,0.0391559
2.7,0.0389682,0.0387434,0.0389708,0.0394057,0.0389806
2.703,0.0390427,0.0389232,0.0391221,0.039225,0.0389046
2.706,0.0390108,0.0388887,0.0390585,0.0392861,0.0390822
2.709,0.0391166,0.0388468,0.0391339,0.0394157,0.0390824
2.712,0.0389522,0.0388604,0.0390837,0.0392768,0.039132
2.715,0.0388321,0.03874,0.0389563,0.039294,0.0392116
2.718,0.0387631,0.0388374,0.0390159,0.0394095,0.0390762
2.721,0.0387807,0.0389528,0.0390526,0.039357,0.0390981
2.724,0.0389286,0.0389181,0.0390696,0.0394096,0.0389987
2.727,0.0390316,0.0388645,0.0391691,0.039369,0.0389262
2.73,0.0389713,0.0387881,0.0389545,0.0391756,0.0391004
2.733,0.0388711,0.0387028,0.0389924,0.0393746,0.0390975
2.736,0.0387116,0.0388605,0.0391159,0.039361,0.0391747
2.739,0.0387526,0.0389304,0.0390708,0.039367,0.0392358
2.742,0.0390382,0.038914,0.0391658,0.0394155,0.0389661
2.745,0.0390095,0.0389578,0.0391126,0.0392148,0.0388483
2.748,0.039082,0.0387937,0.0389663,0.0391845,0.0388768
2.751,0.0389488,0.0387313,0.0390372,0.0392837,0.0389031
2.754,0.0386761,0.0389203,0.0391027,0.0392876,0.0391542
2.757,0.0387458,0.0388433,0.0390971,0.0394087,0.0392429
2.76,0.0387976,0.03897,0.0392142,0.039393,0.0390487
2.763,0.0388517,0.0388893,0.039047,0.0392293,0.0390709
2.766,0.0389895,0.0387431,0.0389544,0.039261,0.0388701
2.769,0.0388776,0.038892,0.0390762,0.0391603,0.0388691
2.772,0.038735,0.0388948,0.0390364,0.0392902,0.0391123
2.775,0.0388683,0.038955,0.0391007,0.0394494,0.0390856
2.778,0.0387989,0.0390625,0.0391275,0.039343,0.0390767
2.781,0.0388297,0.0388539,0.0389409,0.039304,0.0390632
2.784,0.0389094,0.0388138,0.0390141,0.0393004,0.0388081
2.787,0.038781,0.0388874,0.0390855,0.0391424,0.0388797
2.79,0.0388717,0.0388936,0.0390416,0.0392976,0.0388851
2.793,0.0388952,0.0389576,0.0391809,0.0393294,0.0389864
2.796,0.0387918,0.0389431,0.0391113,0.0393217,0.0390842
2.799,0.0387486,0.0388638,0.0390785,0.0393344,0.0390822
2.802,0.0386691,0.0389162,0.039096,0.0392282,0.0389331
2.805,0.038619,0.038867,0.0390524,0.0391881,0.0389734
2.808,0.0388739,0.0389482,0.0391603,0.0393006,0.0388633
2.811,0.0388839,0.039092,0.0391526,0.0392523,0.0389008
2.814,0.0388708,0.0389558,0.0390219,0.0392905,0.0389949
2.817,0.0388317,0.038861,0.0390401,0.0393662,0.0389714
2.82,0.0385785,0.0390007,0.0390312,0.0392588,0.0391342
2.823,0.0386261,0.0389086,0.0390195,0.0394213,0.0391468
2.826,0.0387485,0.0389928,0.0391279,0.039376,0.0389499
2.829,0.0388408,0.039061,0.0390195,0.0391858,0.0389655
2.832,0.0389746,0.0388206,0.039007,0.0392665,0.0388873
2.835,0.0388402,0.038844,0.039103,0.0392385,0.0388843
2.838,0.0386227,0.0388481,0.0390651,0.0392801,0.0390519
2.841,0.0386435,0.0388514,0.03914,0.0394724,0.0391309
2.844,0.0386149,0.0391329,0.0392377,0.039375,0.0390736
2.847,0.0387811,0.038986,0.0390954,0.0392907,0.0389122
2.85,0.0389391,0.0388565,0.0391304,0.0392151,0.0387193
2.853,0.038831,0.0389151,0.0390426,0.0390896,0.0388207
2.856,0.0388122,0.038866,0.038974,0.0392613,0.0389666
2.859,0.0386904,0.0390367,0.0391264,0.0394039,0.0390592
2.862,0.0386128,0.0391309,0.0390664,0.0393959,0.0392159
2.865,0.0387384,0.0389996,0.0390572,0.0393763,0.0390252
2.868,0.0387018,0.0389899,0.0390369,0.0391725,0.0388051
2.871,0.0387164,0.0389667,0.038932,0.0390648,0.0388817
2.874,0.0388441,0.0388937,0.039041,0.0392405,0.0388206
2.877,0.0387745,0.0390818,0.0392105,0.0393121,0.0389999
2.88,0.0387144,0.0389775,0.039125,0.0393675,0.0390508
2.883,0.0387508,0.0388818,0.0391744,0.0393941,0.0388704
2.886,0.0385905,0.0388979,0.0390895,0.0391787,0.038878
2.889,0.0386798,0.0389554,0.0390148,0.0391705,0.0388522
2.892,0.0388591,0.0390303,0.0391375,0.0392274,0.0387879
2.895,0.0388485,0.0391336,0.0391555,0.0393065,0.0389949
2.898,0.0389021,0.0389904,0.0390243,0.0394223,0.0389812
2.901,0.0388083,0.0390577,0.0390584,0.0393579,0.0388787
2.904,0.0385562,0.0389691,0.0389868,0.0392878,0.0390193
2.907,0.038602,0.0389531,0.0389958,0.0393651,0.0389024
2.91,0.0386092,0.0391315,0.0391632,0.0392339,0.038917
2.913,0.0387716,0.0391553,0.0391119,0.0392878,0.0389016
2.916,0.0390222,0.0390263,0.0391173,0.0393449,0.0387847
2.919,0.0388158,0.0390423,0.0390867,0.0392288,0.0388377
2.922,0.0386518,0.0389158,0.0389971,0.0392896,0.0389162
2.925,0.0386007,0.0389988,0.0391141,0.0393598,0.0389482
2.928,0.0385334,0.0391156,0.0391261,0.0392941,0.0390208
2.931,0.0387565,0.0390527,0.0391658,0.0393738,0.0389536
2.934,0.0389027,0.0391059,0.0391168,0.0392853,0.038824
2.937,0.0388044,0.0390278,0.0390435,0.0392532,0.0389176
2.94,0.0387364,0.0389804,0.0390259,0.0394201,0.0388796
2.943,0.038641,0.0391093,0.0390382,0.0393486,0.03896
2.946,0.0385905,0.0391571,0.039086,0.0394218,0.0390787
2.949,0.0386571,0.0391524,0.03916,0.0393751,0.0388335
2.952,0.0386972,0.0391494,0.039156,0.0391968,0.0387983
2.955,0.0387903,0.0390312,0.0390549,0.0391869,0.0387647
2.958,0.0387615,0.0390152,0.0391358,0.0392866,0.0387258
2.961,0.0386781,0.0391866,0.0391503,0.0393031,0.0389
2.964,0.0386819,0.0391448,0.0391613,0.0394455,0.0390244
2.967,0.0386587,0.0391758,0.0391887,0.0393582,0.0388939
2.97,0.0385913,0.0391269,0.0390328,0.0391638,0.0389309
2.973,0.0386894,0.0389587,0.0390046,0.0392549,0.0388012
2.976,0.0387232,0.039111,0.0391706,0.0391957,0.0388039
2.979,0.038747,0.0391718,0.0390986,0.0393094,0.0389153
2.982,0.0388625,0.0391748,0.039221,0.039504,0.0387998
2.985,0.0387144,0.0392162,0.0391302,0.0393425,0.0388786
2.988,0.0386155,0.0390535,0.0389372,0.0392901,0.0389119
2.991,0.0385219,0.0390374,0.0391028,0.0391642,0.0387794
2.994,0.0384721,0.0390739,0.0390661,0.0391493,0.0389112
2.997,0.0387208,0.0391711,0.0391127,0.0392796,0.0388631
3,0.038881,0.0392183,0.0392905,0.0392724,0.0387307

HV
Wavelength:,250
Time,Repeat
,0,1,2,3,4,
0.003,289.551,289.551,289.551,289.551,289.551
0.006,289.551,289.551,289.551,289.551,289.551
0.009,289.551,289.551,289.551,289.551,289.551
0.012,289.551,289.551,289.551,289.551,289.551
0.015,289.551,289.551,289.551,289.551,289.551
0.018,289.551,289.551,289.551,289.551,289.551
0.021,289.551,289.551,289.551,289.551,289.551
0.024,289.551,289.551,289.551,289.551,289.551
0.027,289.551,289.551,289.551,289.551,289.551
0.03,289.551,289.551,289.551,289.551,289.551
0.033,289.551,289.551,289.551,289.551,289.551
0.036,289.551,289.551,289.551,289.551,289.551
0.039,289.551,289.551,289.551,289.551,289.551
0.042,289.551,289.551,289.551,289.551,289.551
0.045,289.551,289.551,289.551,289.551,289.551
0.048,289.551,289.551,289.551,289.551,289.551
0.051,289.551,289.551,289.551,289.551,289.551
0.054,289.551,289.551,289.551,289.551,289.551
0.057,289.551,289.551,289.551,289.551,289.551
0.06,289.551,289.551,289.551,289.551,289.551
0.063,289.551,289.551,289.551,289.551,289.551
0.066,289.551,289.551,289.551,289.551,289.551
0.069,289.551,289.551,289.551,289.551,289.551
0.072,289.551,289.551,289.551,289.551,289.551
0.075,289.551,289.551,289.551,289.551,289.551
0.078,289.551,289.551,289.551,289.551,289.551
0.081,289.551,289.551,289.551,289.551,289.551
0.084,289.551,289.551,289.551,289.551,289.551
0.087,289.551,289.551,289.551,289.551,289.551
0.09,289.551,289.551,289.551,289.551,289.551
0.093,289.551,289.551,289.551,289.551,289.551
0.096,289.551,289.551,289.551,289.551,289.551
0.099,289.551,289.551,289.551,289.551,289.551
0.102,289.551,289.551,289.551,289.551,289.551
0.105,289.551,289.551,289.551,289.551,289.551
0.108,289.551,289.551,289.551,289.551,289.551
0.111,289.551,289.551,289.551,289.551,289.551
0.114,289.551,289.551,289.551,289.551,289.551
0.117,289.551,289.551,289.551,289.551,289.551
0.12,289.551,289.551,289.551,289.551,289.551
0.123,289.551,289.551,289.551,289.551,289.551
0.126,289.551,289.551,289.551,289.551,289.551
0.129,289.551,289.551,289.551,289.551,289.551
0.132,289.551,289.551,289.551,289.551,289.551
0.135,289.551,289.551,289.551,289.551,289.551
0.138,289.551,289.551,289.551,289.551,289.551
0.141,289.551,289.551,289.551,289.551,289.551
0.144,289.551,289.551,289.551,289.551,289.551
0.147,289.551,289.551,289.551,289.551,289.551
0.15,289.551,289.551,289.551,289.551,289.551
0.153,289.551,289.551,289.551,289.551,289.551
0.156,289.551,289.551,289.551,289.551,289.551
0.159,289.551,289.551,289.551,289.551,289.551
0.162,289.551,289.551,289.551,289.551,289.551
0.165,289.551,289.551,289.551,289.551,289.551
0.168,289.551,289.551,289.551,289.551,289.551
0.171,289.551,289.551,289.551,289.551,289.551
0.174,289.551,289.551,289.551,289.551,289.551
0.177,289.551,289.551,289.551,289.551,289.551
0.18,289.551,289.551,289.551,289.551,289.551
0.183,289.551,289.551,289.551,289.551,289.551
0.186,289.551,289.551,289.551,289.551,289.551
0.189,289.551,289.551,289.551,289.551,289.551
0.192,289.551,289.551,289.551,289.551,289.551
0.195,289.551,289.551,289.551,289.551,289.551
0.198,289.551,289.551,289.551,289.551,289.551
0.201,289.551,289.551,289.551,289.551,289.551
0.204,289.551,289.551,289.551,289.551,289.551
0.207,289.551,289.551,289.551,289.551,289.551
0.21,289.551,289.551,289.551,289.551,289.551
0.213,289.551,289.551,289.551,289.551,289.551
0.216,289.551,289.551,289.551,289.551,289.551
0.219,289.551,289.551,289.551,289.551,289.551
0.222,289.551,289.551,289.551,289.551,289.551
0.225,289.551,289.551,289.551,289.551,289.551
0.228,289.551,289.551,289.551,289.551,289.551
0.231,289.551,289.551,289.551,289.551,289.551
0.234,289.551,289.551,289.551,289.551,289.551
0.237,289.551,289.551,289.551,289.551,289.551
0.24,289.551,289.551,289.551,289.551,289.551
0.243,289.551,289.551,289.551,289.551,289.551
0.246,289.551,289.551,289.551,289.551,289.551
0.249,289.551,289.551,289.551,289.551,289.551
0.252,289.551,289.551,289.551,289.551,289.551
0.255,289.551,289.551,289.551,289.551,289.551
0.258,289.551,289.551,289.551,289.551,289.551
0.261,289.551,289.551,289.551,289.551,289.551
0.264,289.551,289.551,289.551,289.551,289.551
0.267,289.551,289.551,289.551,289.551,289.551
0.27,289.551,289.551,289.551,289.551,289.551
0.273,289.551,289.551,289.551,289.551,289.551
0.276,289.551,289.551,289.551,289.551,289.551
0.279,289.551,289.551,289.551,289.551,289.551
0.282,289.551,289.551,289.551,289.551,289.551
0.285,289.551,289.551,289.551,289.551,289.551
0.288,289.551,289.551,289.551,289.551,289.551
0.291,289.551,289.551,289.551,289.551,289.551
0.294,289.551,289.551,289.551,289.551,289.551
0.297,289.551,289.551,289.551,289.551,289.551
0.3,289.551,289.551,289.551,289.551,289.551
0.303,289.551,289.551,289.551,289.551,289.551
0.306,289.551,289.551,289.551,289.551,289.551
0.309,289.551,289.551,289.551,289.551,289.551
0.312,289.551,289.551,289.551,289.551,289.551
0.315,289.551,289.551,289.551,289.551,289.551
0.318,289.551,289.551,289.551,289.551,289.551
0.321,289.551,289.551,289.551,289.551,289.551
0.324,289.551,289.551,289.551,289.551,289.551
0.327,289.551,289.551,289.551,289.551,289.551
0.33,289.551,289.551,289.551,289.551,289.551
0.333,289.551,289.551,289.551,289.551,289.551
0.336,289.551,289.551,289.551,289.551,289.551
0.339,289.551,289.551,289.551,289.551,289.551
0.342,289.551,289.551,289.551,289.551,289.551
0.345,289.551,289.551,289.551,289.551,289.551
0.348,289.551,289.551,289.551,289.551,289.551
0.351,289.551,289.551,289.551,289.551,289.551
0.354,289.551,289.551,289.551,289.551,289.551
0.357,289.551,289.551,289.551,289.551,289.551
0.36,289.551,289.551,289.551,289.551,289.551
0.363,289.551,289.551,289.551,289.551,289.551
0.366,289.551,289.551,289.551,289.551,289.551
0.369,289.551,289.551,289.551,289.551,289.551
0.372,289.551,289.551,289.551,289.551,289.551
0.375,289.551,289.551,289.551,289.551,289.551
0.378,289.551,289.551,289.551,289.551,289.551
0.381,289.551,289.551,289.551,289.551,289.551
0.384,289.551,289.551,289.551,289.551,289.551
0.387,289.551,289.551,289.551,289.551,289.551
0.39,289.551,289.551,289.551,289.551,289.551
0.393,289.551,289.551,289.551,289.551,289.551
0.396,289.551,289.551,289.551,289.551,289.551
0.399,289.551,289.551,289.551,289.551,289.551
0.402,289.551,289.551,289.551,289.551,289.551
0.405,289.551,289.551,289.551,289.551,289.551
0.408,289.551,289.551,289.551,289.551,289.551
0.411,289.551,289.551,289.551,289.551,289.551
0.414,289.551,289.551,289.551,289.551,289.551
0.417,289.551,289.551,289.551,289.551,289.551
0.42,289.551,289.551,289.551,289.551,289.551
0.423,289.551,289.551,289.551,289.551,289.551
0.426,289.551,289.551,289.551,289.551,289.551
0.429,289.551,289.551,289.551,289.551,289.551
0.432,289.551,289.551,289.551,289.551,289.551
0.435,289.551,289.551,289.551,289.551,289.551
0.438,289.551,289.551,289.551,289.551,289.551
0.441,289.551,289.551,289.551,289.551,289.551
0.444,289.551,289.551,289.551,289.551,289.551
0.447,289.551,289.551,289.551,289.551,289.551
0.45,289.551,289.551,289.551,289.551,289.551
0.453,289.551,289.551,289.551,289.551,289.551
0.456,289.551,289.551,289.551,289.551,289.551
0.459,289.551,289.551,289.551,289.551,289.551
0.462,289.551,289.551,289.551,289.551,289.551
0.465,289.551,289.551,289.551,289.551,289.551
0.468,289.551,289.551,289.551,289.551,289.551
0.471,289.551,289.551,289.551,289.551,289.551
0.474,289.551,289.551,289.551,289.551,289.551
0.477,289.551,289.551,289.551,289.551,289.551
0.48,289.551,289.551,289.551,289.551,289.551
0.483,289.551,289.551,289.551,289.551,289.551
0.486,289.551,289.551,289.551,289.551,289.551
0.489,289.551,289.551,289.551,289.551,289.551
0.492,289.551,289.551,289.551,289.551,289.551
0.495,289.551,289.551,289.551,289.551,289.551
0.498,289.551,289.551,289.551,289.551,289.551
0.501,289.551,289.551,289.551,289.551,289.551
0.504,289.551,289.551,289.551,289.551,289.551
0.507,289.551,289.551,289.551,289.551,289.551
0.51,289.551,289.551,289.551,289.551,289.551
0.513,289.551,289.551,289.551,289.551,289.551
0.516,289.551,289.551,289.551,289.551,289.551
0.519,289.551,289.551,289.551,289.551,289.551
0.522,289.551,289.551,289.551,289.551,289.551
0.525,289.551,289.551,289.551,289.551,289.551
0.528,289.551,289.551,289.551,289.551,289.551
0.531,289.551,289.551,289.551,289.551,289.551
0.534,289.551,289.551,289.551,289.551,289.551
0.537,289.551,289.551,289.551,289.551,289.551
0.54,289.551,289.551,289.551,289.551,289.551
0.543,289.551,289.551,289.551,289.551,289.551
0.546,289.551,289.551,289.551,289.551,289.551
0.549,289.551,289.551,289.551,289.551,289.551
0.552,289.551,289.551,289.551,289.551,289.551
0.555,289.551,289.551,289.551,289.551,289.551
0.558,289.551,289.551,289.551,289.551,289.551
0.561,289.551,289.551,289.551,289.551,289.551
0.564,289.551,289.551,289.551,289.551,289.551
0.567,289.551,289.551,289.551,289.551,289.551
0.57,289.551,289.551,289.551,289.551,289.551
0.573,289.551,289.551,289.551,289.551,289.551
0.576,289.551,289.551,289.551,289.551,289.551
0.579,289.551,289.551,289.551,289.551,289.551
0.582,289.551,289.551,289.551,289.551,289.551
0.585,289.551,289.551,289.551,289.551,289.551
0.588,289.551,289.551,289.551,289.551,289.551
0.591,289.551,289.551,289.551,289.551,289.551
0.594,289.551,289.551,289.551,289.551,289.551
0.597,289.551,289.551,289.551,289.551,289.551
0.6,289.551,289.551,289.551,289.551,289.551
0.603,289.551,289.551,289.551,289.551,289.551
0.606,289.551,289.551,289.551,289.551,289.551
0.609,289.551,289.551,289.551,289.551,289.551
0.612,289.551,289.551,289.551,289.551,289.551
0.615,289.551,289.551,289.551,289.551,289.551
0.618,289.551,289.551,289.551,289.551,289.551
0.621,289.551,289.551,289.551,289.551,289.551
0.624,289.551,289.551,289.551,289.551,289.551
0.627,289.551,289.551,289.551,289.551,289.551
0.63,289.551,289.551,289.551,289.551,289.551
0.633,289.551,289.551,289.551,289.551,289.551
0.636,289.551,289.551,289.551,289.551,289.551
0.639,289.551,289.551,289.551,289.551,289.551
0.642,289.551,289.551,289.551,289.551,289.551
0.645,289.551,289.551,289.551,289.551,289.551
0.648,289.551,289.551,289.551,289.551,289.551
0.651,289.551,289.551,289.551,289.551,289.551
0.654,289.551,289.551,289.551,289.551,289.551
0.657,289.551,289.551,289.551,289.551,289.551
0.66,289.551,289.551,289.551,289.551,289.551
0.663,289.551,289.551,289.551,289.551,289.551
0.666,289.551,289.551,289.551,289.551,289.551
0.669,289.551,289.551,289.551,289.551,289.551
0.672,289.551,289.551,289.551,289.551,289.551
0.675,289.551,289.551,289.551,289.551,289.551
0.678,289.551,289.551,289.551,289.551,289.551
0.681,289.551,289.551,289.551,289.551,289.551
0.684,289.551,289.551,289.551,289.551,289.551
0.687,289.551,289.551,289.551,289.551,289.551
0.69,289.551,289.551,289.551,289.551,289.551
0.693,289.551,289.551,289.551,289.551,289.551
0.696,289.551,289.551,289.551,289.551,289.551
0.699,289.551,289.551,289.551,289.551,289.551
0.702,289.551,289.551,289.551,289.551,289.551
0.705,289.551,289.551,289.551,289.551,289.551
0.708,289.551,289.551,289.551,289.551,289.551
0.711,289.551,289.551,289.551,289.551,289.551
0.714,289.551,289.551,289.551,289.551,289.551
0.717,289.551,289.551,289.551,289.551,289.551
0.72,289.551,289.551,289.551,289.551,289.551
0.723,289.551,289.551,289.551,289.551,289.551
0.726,289.551,289.551,289.551,289.551,289.551
0.729,289.551,289.551,289.551,289.551,289.551
0.732,289.551,289.551,289.551,289.551,289.551
0.735,289.551,289.551,289.551,289.551,289.551
0.738,289.551,289.551,289.551,289.551,289.551
0.741,289.551,289.551,289.551,289.551,289.551
0.744,289.551,289.551,289.551,289.551,289.551
0.747,289.551,289.551,289.551,289.551,289.551
0.75,289.551,289.551,289.551,289.551,289.551
0.753,289.551,289.551,289.551,289.551,289.551
0.756,289.551,289.551,289.551,289.551,289.551
0.759,289.551,289.551,289.551,289.551,289.551
0.762,289.551,289.551,289.551,289.551,289.551
0.765,289.551,289.551,289.551,289.551,289.551
0.768,289.551,289.551,289.551,289.551,289.551
0.771,289.551,289.551,289.551,289.551,289.551
0.774,289.551,289.551,289.551,289.551,289.551
0.777,289.551,289.551,289.551,289.551,289.551
0.78,289.551,289.551,289.551,289.551,289.551
0.783,289.551,289.551,289.551,289.551,289.551
0.786,289.551,289.551,289.551,289.551,289.551
0.789,289.551,289.551,289.551,289.551,289.551
0.792,289.551,289.551,289.551,289.551,289.551
0.795,289.551,289.551,289.551,289.551,289.551
0.798,289.551,289.551,289.551,289.551,289.551
0.801,289.551,289.551,289.551,289.551,289.551
0.804,289.551,289.551,289.551,289.551,289.551
0.807,289.551,289.551,289.551,289.551,289.551
0.81,289.551,289.551,289.551,289.551,289.551
0.813,289.551,289.551,289.551,289.551,289.551
0.816,289.551,289.551,289.551,289.551,289.551
0.819,289.551,289.551,289.551,289.551,289.551
0.822,289.551,289.551,289.551,289.551,289.551
0.825,289.551,289.551,289.551,289.551,289.551
0.828,289.551,289.551,289.551,289.551,289.551
0.831,289.551,289.551,289.551,289.551,289.551
0.834,289.551,289.551,289.551,289.551,289.551
0.837,289.551,289.551,289.551,289.551,289.551
0.84,289.551,289.551,289.551,289.551,289.551
0.843,289.551,289.551,289.551,289.551,289.551
0.846,289.551,289.551,289.551,289.551,289.551
0.849,289.551,289.551,289.551,289.551,289.551
0.852,289.551,289.551,289.551,289.551,289.551
0.855,289.551,289.551,289.551,289.551,289.551
0.858,289.551,289.551,289.551,289.551,289.551
0.861,289.551,289.551,289.551,289.551,289.551
0.864,289.551,289.551,289.551,289.551,289.551
0.867,289.551,289.551,289.551,289.551,289.551
0.87,289.551,289.551,289.551,289.551,289.551
0.873,289.551,289.551,289.551,289.551,289.551
0.876,289.551,289.551,289.551,289.551,289.551
0.879,289.551,289.551,289.551,289.551,289.551
0.882,289.551,289.551,289.551,289.551,289.551
0.885,289.551,289.551,289.551,289.551,289.551
0.888,289.551,289.551,289.551,289.551,289.551
0.891,289.551,289.551,289.551,289.551,289.551
0.894,289.551,289.551,289.551,289.551,289.551
0.897,289.551,289.551,289.551,289.551,289.551
0.9,289.551,289.551,289.551,289.551,289.551
0.903,289.551,289.551,289.551,289.551,289.551
0.906,289.551,289.551,289.551,289.551,289.551
0.909,289.551,289.551,289.551,289.551,289.551
0.912,289.551,289.551,289.551,289.551,289.551
0.915,289.551,289.551,289.551,289.551,289.551
0.918,289.551,289.551,289.551,289.551,289.551
0.921,289.551,289.551,289.551,289.551,289.551
0.924,289.551,289.551,289.551,289.551,289.551
0.927,289.551,289.551,289.551,289.551,289.551
0.93,289.551,289.551,289.551,289.551,289.551
0.933,289.551,289.551,289.551,289.551,289.551
0.936,289.551,289.551,289.551,289.551,289.551
